,Unnamed: 0,comment
486,486,00:00 epilx
487,487,29:31 wih gg bg dapat peta
488,488,"Raka suka memancing, Memainkan alat kencing 😋"
489,489,semoga bang windah selalu sehat aamiin 😻
490,490,Bang Abang mau ga terima add ku bang nama:Rip_aska bang terima yang bang🙏
491,491,aku tantang kmu pasti gk bisa dapetin naga air kuno eksotik di kedalaman 🤭🤭😮‍💨😌
492,492,"KERJA BAGUS BANG, YANG SEMANGAT BANG WINDHAA, JANGAN SERING MAEN ROBLOX NANTI GOBLOXXX😁"
493,493,"Bentar lagi 15jt bng, gak sabar sawer streamer lagi😂"
494,494,Bang kamu ganteng banget kayak Joseph stallin
495,495,Bang knpa vidio main roblox fisch gk bisa di download😡😢
496,496,Hahahaha dapet otong raksasa
497,497,26:52 EPIK MOMENT BGT BGT GWE SMP NANGIS SEKEBON
498,498,Bang bang windah pin dong plis😢
499,499,bg upgrade ikan nya biar makin besar
500,500,Bang kapan react Skibidi toilet 🚽🪠 lagi
501,501,Ikan ambaus mana bg itu katanya salah satu ikan legendaris
502,502,bang coba jadi nelayan di real life
503,503,"Main game aku si juragan kostan bangg,seserver sama aku si peternak lele"
504,504,Pantun abcd berulah lagi
505,505,YAELAH TELAT BARU AJA AMBIL MAKAN LIAT YOUTUBE KM UDAH SELESAI LIVE 😡😡😡
506,506,15 juta subs bentar lagii
507,507,15 juta subs bentar lagii
508,508,100 rb lebih 💀
509,509,26:53 gg sekali coba
510,510,terlambat ga bang
511,511,cumi cumi segede kanjut badak
512,512,BANG VIDIO NYA GAK BISA DI DOWNLOAD!!!!!!!!!!!!!
513,513,Omg😮
514,514,bang kenapa videonya ga bisa di donlod😢
515,515,BANG VIDIO NYA GAK BISA DI DOWNLOAD!!!!!!!!!!!!!!!!!!
516,516,kemana hiu madura
517,517,"Hei adik², jangan sering-sering main roblox
Nanti kamu jadi GOBLOK aowkawok"
518,518,KOK KAMU TEGA LIVE GAK BILANG² BANG😭
519,519,Main aku si juragan kosan bg
520,520,bg gw kngen lu main kungfu simulator lagi
521,521,KAMU GG BGG
522,522,Bleh Bleh Bleh
523,523,Sosis bukan sembarang sosis ni kawan kawan.
524,524,akhirnya setelah lamanya main jugaa
525,525,Stelkers 2bang plisss😊
526,526,35:54 mau pamer ehh malah kena mental😂
527,527,BANG KOK GAADA NOTIF
528,528,LAHHH
529,529,"Bang windah kapan ending mall-sook di pecahkan 😢
Dan ending seungyi penasaran kayanya sedih😢"
530,530,bang aku suka banget nonton bang windah main roblox
531,531,Naik kapal simulator
532,532,lanjutkan perguruan simulator bang
533,533,BANG KATANYA ADA MISTERI MEGALODON
534,534,Kapan perjalanan hiu Madura berlanjut bang?
535,535,ANJAAYYY BANG WINDAAHH
536,536,bang aku mau nasi goreng cumi hitam pak kris
537,537,bang lanjutin main game kucing bang
538,538,"bang beli Basic Diving Gear buat nyari harta Karun , pergi ke island forsaken shores buat memperbaiki map nya , nanti bg windah ngomong ke npc jack marrow terus pegang map habis tu beli 200Coin"
539,539,35:28 sus
540,540,0:16 ingat ya adik adik
541,541,Pantun gak nyambung 🗿
542,542,bang ular orochimaru ada yang baru bang plis mainin bang kangen backroom bang
543,543,gg pantun sekali pake jir
544,544,Telat bg
545,545,Budiono siregar bangga sama kamu bang👍🏿👍🏿
546,546,11:45 di pojok bawah mommy Gran 🤤
547,547,1:05:18 big black what 🤨🤨🤨🤨
548,548,Mana ada segedse itu KOCAKKK EDITAN
549,549,"ikan woyo woyo sudah ada sejak zaman napoleon bonapantek yang dimana napoleon sudah menjelajahi samudra pasifik hingga atlantik untuk menaklukkan sang puncak rantai makanan tersebut,namun sayangnya napoleon meninggal sebelum ia bisa menaklukkan sang woyo woyo,apakah raka bisa menaklukkan ikan legenda tersebut???"
550,550,"bang, kok aku suka gaada notif ya kalau abang windah lagi live, padahal udah nyalain notifnya😢"
551,551,Gercep mananih 😊😊😊
552,552,ayah rakha namanya andi bang
553,553,35:28 🤨
554,554,SERIES 3 DONG BANG
555,555,Bang kok live mendadak bang
556,556,"BANGG, AKU CINTA KMUUU...."
557,557,kesewa live chat nya hilang😢😢
558,558,Gg banget bang pake steady udah bisa dapet colosal squid
559,559,Maaf bang telat
560,560,yahh aku telat👁️👄👁️
561,561,"cemen km bang,aku udah dapet cumi merah peliharaan dewa neptunus 😏"
562,562,Bang kapan main game gold and glory lagi?
563,563,Epic momen
564,564,main pvz fusion lagi bang🔥🔥🔥
565,565,Fine
566,566,"Gitu sekarang bang, saya ketinggalan bang 😢"
567,567,Pantun nya gk nyambung bng
568,568,"Bng, keju terbuat dri susu"
569,569,Maaf telat1jam bang😢
570,570,well bang
571,571,GA ADAAA LIVEEE CHATT AKU GA BISAA LIAT KOMEN BOCIL BOCIL KEMATIANN😤😤😡😡
572,572,26:50 epickk momen bang haha
573,573,Nanti live GK bg
574,574,mantap bang
575,575,fice
576,576,Bang kain pvz lah gw tungguin juga 😢
577,577,Windah skrg suka goreng² agak sombong
578,578,mntep dapet sotong
579,579,"70% cinema 
20% jalan jalan simulator
5% mancing colosal squid
5% iklan

rating :
⭐⭐⭐⭐ (el undur)"
580,580,APA ITU BANG RAME RAME
581,581,Gerakan tambahan
582,582,kenapa tidak bisa di download bang😢😢😢
583,583,sombong kamu bang gamau sapa aku😢
584,584,35:28 sisi lain windah🗿🗿
585,585,"Hoki kamu bang, pake pancingan steady gak di enchant bisa dpt squid🥳🥶"
586,586,aku suka maen roblok tpi aku ga goblok kok
587,587,"kok gada notif live banhh,aku nangis smpai kotaku jadi atlantis"
588,588,"bang katanya besok bakal ada update ikan god yaitu ""hiu madura"""
589,589,b
590,590,Nama lengkap raka siapa bang?
591,591,bang nanti main dynasty wariors origins
592,592,26:50 epick momen + gabisa berakata kata
593,593,semangat bang windahhh
594,594,Ga nyambung pantun lu bang
595,595,"Halo saya ibunya Aidan ingin meminta maaf atas kegaduhan yang saya buat sebelumnya🙏🏻,, dan seharusnya saya yang lebih mengawasi tontonan anak saya🙏🏻,, saya meminta maaf untuk semua dan oembuat video ini🙏🏻,,"
596,596,35:28 momen epic 😂
597,597,"gg kamu bang, aku iri bamnget"
598,598,"tega km bng padahal aku baru aj tinggal hp aku ngmbil makan,pas balik dah end"
599,599,Selamat bang bentar lagi 15 jt subcriber❤🎉
600,600,Baru opening aja udah di goblokin pantesan di goreng goreng xixixixi
601,601,Day 97 Request bang Windah main Lokapala
602,602,"Bang main fc mobile lagi dong,skrng udh ada ovr 105"
603,603,mie sm nagetku gmn ia bg aku join langsung end😢
604,604,kmu main goblox?
605,605,Baru juga nonton
606,606,Cara dapatin cumi cumi raksasa itu yang paling gampang di snowcape bang
607,607,Baru juga masuk udah keluar😢
608,608,"Itu sosis bukan sembarang sosis bang itu dari si pria sosis 😂, trus Iklan yang terakhir aku suka bang gg"
609,609,"Roblox maniaaaaaaaa, mantappppppppp"
610,610,Bang bagi roboxk
611,611,"Pergi ke danau memancing ikan,
Berjemur matahari menjadi hitam,
Hey adek2 jangan kamu sering main Roblox,
Nanti kamu jadi goblok.😮"
612,612,"mamaku minta cumi raksasa kamu bang,katanya mau di bikin cumi asin"
613,613,"Siap siap bang jam 8 malem bakalan ada update baru sama nanti di tangal 30 November bakal ada ""megalodon event"""
614,614,1:05:19 apaan itu😮😮
615,615,"40% mancing, 60% yapping"
616,616,Nooo end
617,617,KECEWAAA
618,618,"gg bang bisa dapat cumi cumi raksasa, selamat bang🎉"
619,619,0:45
620,620,intro yg menyenangkan 😂😂 bikin bocil Roblox mengamuk
621,621,Dulu kamu pas smp dan sma kamu dibully bang brando?
622,622,Oke bg
623,623,KOK GAADA LIVE CHAT
624,624,"Roblox bikin pusing njir, kok bisa bocil pada betah"
625,625,BANG KAPAN LANJUT GAME SHERLOK TAKPARANI
626,626,Ninja kamu bang
627,627,Semagat bang windah❤❤❤
628,628,"Gila Cumi Cumi Raksasa​​
Jangan lupa gabung ke discord pecinta Roblox Fisch : https://discord.com/invite/motionime"
629,629,Semangat bang
630,630,baru juga nonton bang
631,631,Bg aku kecewa
632,632,24:21 Misteri Cumi Raksasa Terpecahkan
633,633,Sekem
634,634,kocak lu bg
635,635,"bang muka lu semakin kotak bang, gara gara elu sering main game roblox nya 😂😂😂😂😂"
636,636,Cakep
637,637,Padahal aku belum puas dh end aj😊😊
638,638,langsung end
639,639,Harus lanjutin sampe dapet ikan legendaris!!
640,640,Tega ninggalin kita bang😢😢
641,641,1:05:26 itu apa bang? Kok rame2 gitu?
642,642,Bang aku sagne liat muka lu bang
643,643,Wkwk
644,644,Game perang dong bang
645,645,ninjaaa😠🫵🏻
646,646,35:29 sus
647,647,Yahh dh selesai😢
648,648,di Roblox ada twice bang
649,649,TEGA KAU BANGG
650,650,gw baru mau nonton live udah selesai duluan
651,651,🗿
652,652,lanjut lah bang
653,653,Gara gara dapet sosis
654,654,15juta sub giveway robux bang
655,655,Tega banget bang windah
656,656,😢
657,657,bangke 😂 baru juga join
658,658,"Disini Raka berhasil membahagiakan almarhum ayahnya dengan penangkapan cumi raksasanya, namun ikan woyo woyo belum terungkap sampai sekarang. Sehat selalu Raka"
659,659,yutuber ga niat lipe
660,660,telat ga bang
661,661,BANG KAMU MIRIP ROBLOX
662,662,"main Roblox bikin goblok, hai kamu bocil skem jgn bacot"
663,663,tega kamu mas
664,664,Tiba tiba banget bang end 😢
665,665,26:55 gg raka
666,666,Bg katanya ada ikan cupang pelangi bang
667,667,Skemm
668,668,"Ternyata main FC Mobile 3 bulan yg lalu, sekarang sudah ada ovr 105 dan mau 15jt subs masih belum main juga😢"
669,669,bagus bang sosisnya itu
670,670,skem anjir
671,671,26:48 epick moment
672,672,PAK U PAPI
673,673,Mengapa langsung end streaming 😢
674,674,woi aku udah masak mie malah end
675,675,"nasi padang baru ku buka km malah end bang, tega"
676,676,Bang budiono siregar itu KAPAL LAWD
677,677,kocak
678,678,mancing perkoro😤
679,679,kontrak
680,680,"buset , EL TEGA"
681,681,Yah baru juga joinn
682,682,bang kamu satu satu nya youtuber yang dapat cumi cumi raksasa dalam waktu kurang dari 30 menit
683,683,teganya kamu end stream bg yapping basudara😢
684,684,kapan observasion dutty 7 bang
685,685,1:05:15 big blek kok
686,686,35:28 secret ending wkwkwk
687,687,1:05:19 dapet apa bg
688,688,Dapat pickle terus 😢😅😮
689,689,ending sosis hitam legam asli bandung
690,690,"Gg dapet cumi raksasa 
Ngomong2 lu mau 15 jt subs"
691,691,singkat padat bersin end stream🗿
692,692,TEGA KAMU BANG AKU BARU NONTON MAKANAN NYA BELOM HBIS😢
693,693,El ninja anying
694,694,bang ko langsung end😢
695,695,bang windah tega ninggalin joseph
696,696,KOCAK bang kalo dapet mitik end stream
697,697,Gen x ngeyel ngeyel semua orang tuaaa
698,698,Tega kM
699,699,😅
700,700,BANG AKU BARU NONTON LANGSUNG END😭
701,701,ewe
702,702,el ninja
703,703,TEGA KMU BANG
704,704,Bg hiu kontolodon paling langka  bg
705,705,kocakkkkk ninja
706,706,bang aku jg punya sosis bbc.bisa bikin cewe kenyang 9 bulan😅😊😊😊😊😊😊
707,707,Atau ga mainin stardey valley
708,708,bang kapan main roblox rainbow friends 2😢
709,709,baru juga masuk
710,710,KAMU KENAPA NINJA TERUS BANGG🤬🤬🤬🤬
711,711,el ninja
712,712,Walamak lamgsung end live😂
713,713,WKWKWKWKWKWKWKWKWKWKWKWK
714,714,cumi rakasa
715,715,"Bang lanjut ungkap semua ending 5hearts , terutama si seungyi kenapa dia tinggal di balkon ?"
716,716,lagi bang
717,717,baru juga masuk udah end stream aja kocak
718,718,NINJA SUUU
719,719,King ninja
720,720,jalan² simulator
721,721,kocak kamu bang
722,722,baru juga join
723,723,NINJA MULU NENTOD
724,724,Astagaaa baru nonton beberapa detik lgsg end
725,725,Kocak
726,726,Bg kapan kapan main the Spike cross lagi moga dibaca
727,727,Itu bukan ikan😂
728,728,el dongeng
729,729,Aku menunggu ikan megalodon bang windah
730,730,Parah ges
731,731,😭😭😭
732,732,DISKORT PUQIMAK
733,733,Lah
734,734,Bg baru join
735,735,ninja jink
736,736,memancing amarah
737,737,EL Bersin 😹😹
738,738,31
739,739,"Aku,aku,aku,akuuuu,akuuuuuuu,akuuuuuuu Stresssss😌"
740,740,1 orang bahagia smua ikut bahagia 🎉
741,741,ninjaa 😢
742,742,Bang lanjutin silat
743,743,Pertamax
744,744,Awokawokawok
745,745,Baru juga mau nonton
746,746,secret ending
747,747,"mythic gede yg abang bisa dapetin ada di Roslit,  di bunderan air yg ada cahayanya, trs di disholate deep, itu yang gede gede bg,, rod jangan lupa di enchant bang ada di statue masuk terus harus malem malem bisa di enchant pakai enchant relic yang abang dapetin 🎉🎉"
748,748,Hoax
749,749,pertama
750,750,Baru juga masuk masa langsung dpt cumi nya😂😂
751,751,Kedua
752,752,"bang brando ko kamu ga lanjutin game kungfu, aku menunggu sampai berminggu minggu"
753,753,El ninja
754,754,End🗿🗿
755,755,"Baru juga nonton udah n stream,kocak"
756,756,Malah end bg
757,757,Pertama
758,758,Ninja kocakk
759,759,HALLOO BANGGG
760,760,Yoo
761,761,jahat kamu bang aku baru siapin makanan kamu langsung end
762,762,"bang, itu apa rame""?"
763,763,keren
764,764,El ninja
765,765,TEGA KAMU BANG
766,766,Wkwkwkwk
767,767,kocak ninja
768,768,first bg
769,769,Halo😂
770,770,Lah
771,771,Astaga baru masukk aku
772,772,First komen cuy
773,773,Apalah malh end
774,774,scamm
775,775,Gg
776,776,gj
777,777,skem
778,778,"bg katanya update besok ada ikan legendaris bernama ""komtolodon"", apa itu nyata?  atau cuma teori bocil roblok!"
