,Unnamed: 0.1,Unnamed: 0,comment
518,518,518,kok kamu tega live gak bilang bang
519,519,519,main aku si juragan kosan bg
520,520,520,bg gw kngen lu main kungfu simulator lagi
521,521,521,kamu gg bgg
522,522,522,bleh bleh bleh
523,523,523,sosis bukan sembarang sosis ni kawan kawan
524,524,524,akhirnya setelah lamanya main jugaa
525,525,525,stelkers 2bang plisss
526,526,526,3554 mau pamer ehh malah kena mental
527,527,527,bang kok gaada notif
528,528,528,lahhh
529,529,529,bang windah kapan ending mallsook di pecahkan dan ending seungyi penasaran kayanya sedih
530,530,530,bang aku suka banget nonton bang windah main roblox
531,531,531,naik kapal simulator
532,532,532,lanjutkan perguruan simulator bang
533,533,533,bang katanya ada misteri megalodon
534,534,534,kapan perjalanan hiu madura berlanjut bang
535,535,535,anjaayyy bang windaahh
536,536,536,bang aku mau nasi goreng cumi hitam pak kris
537,537,537,bang lanjutin main game kucing bang
538,538,538,bang beli basic diving gear buat nyari harta karun  pergi ke island forsaken shores buat memperbaiki map nya  nanti bg windah ngomong ke npc jack marrow terus pegang map habis tu beli 200coin
539,539,539,3528 sus
540,540,540,016 ingat ya adik adik
541,541,541,pantun gak nyambung 
542,542,542,bang ular orochimaru ada yang baru bang plis mainin bang kangen backroom bang
543,543,543,gg pantun sekali pake jir
544,544,544,telat bg
545,545,545,budiono siregar bangga sama kamu bang
546,546,546,1145 di pojok bawah mommy gran 
547,547,547,10518 big black what 
548,548,548,mana ada segedse itu kocakkk editan
549,549,549,ikan woyo woyo sudah ada sejak zaman napoleon bonapantek yang dimana napoleon sudah menjelajahi samudra pasifik hingga atlantik untuk menaklukkan sang puncak rantai makanan tersebutnamun sayangnya napoleon meninggal sebelum ia bisa menaklukkan sang woyo woyoapakah raka bisa menaklukkan ikan legenda tersebut
550,550,550,bang kok aku suka gaada notif ya kalau abang windah lagi live padahal udah nyalain notifnya
551,551,551,gercep mananih 
552,552,552,ayah rakha namanya andi bang
553,553,553,3528 
554,554,554,series 3 dong bang
555,555,555,bang kok live mendadak bang
556,556,556,bangg aku cinta kmuuu
557,557,557,kesewa live chat nya hilang
558,558,558,gg banget bang pake steady udah bisa dapet colosal squid
559,559,559,maaf bang telat
560,560,560,yahh aku telat
561,561,561,cemen km bangaku udah dapet cumi merah peliharaan dewa neptunus 
562,562,562,bang kapan main game gold and glory lagi
563,563,563,epic momen
564,564,564,main pvz fusion lagi bang
565,565,565,fine
566,566,566,gitu sekarang bang saya ketinggalan bang 
567,567,567,pantun nya gk nyambung bng
568,568,568,bng keju terbuat dri susu
569,569,569,maaf telat1jam bang
570,570,570,well bang
571,571,571,ga adaaa liveee chatt aku ga bisaa liat komen bocil bocil kematiann
572,572,572,2650 epickk momen bang haha
573,573,573,nanti live gk bg
574,574,574,mantap bang
575,575,575,fice
576,576,576,bang kain pvz lah gw tungguin juga 
577,577,577,windah skrg suka goreng agak sombong
578,578,578,mntep dapet sotong
579,579,579,70 cinema 20 jalan jalan simulator5 mancing colosal squid5 iklanrating  el undur
580,580,580,apa itu bang rame rame
581,581,581,gerakan tambahan
582,582,582,kenapa tidak bisa di download bang
583,583,583,sombong kamu bang gamau sapa aku
584,584,584,3528 sisi lain windah
585,585,585,hoki kamu bang pake pancingan steady gak di enchant bisa dpt squid
586,586,586,aku suka maen roblok tpi aku ga goblok kok
587,587,587,kok gada notif live banhhaku nangis smpai kotaku jadi atlantis
588,588,588,bang katanya besok bakal ada update ikan god yaitu hiu madura
589,589,589,b
590,590,590,nama lengkap raka siapa bang
591,591,591,bang nanti main dynasty wariors origins
592,592,592,2650 epick momen  gabisa berakata kata
593,593,593,semangat bang windahhh
594,594,594,ga nyambung pantun lu bang
595,595,595,halo saya ibunya aidan ingin meminta maaf atas kegaduhan yang saya buat sebelumnya dan seharusnya saya yang lebih mengawasi tontonan anak saya saya meminta maaf untuk semua dan oembuat video ini
596,596,596,3528 momen epic 
597,597,597,gg kamu bang aku iri bamnget
598,598,598,tega km bng padahal aku baru aj tinggal hp aku ngmbil makanpas balik dah end
599,599,599,selamat bang bentar lagi 15 jt subcriber
600,600,600,baru opening aja udah di goblokin pantesan di goreng goreng xixixixi
601,601,601,day 97 request bang windah main lokapala
602,602,602,bang main fc mobile lagi dongskrng udh ada ovr 105
603,603,603,mie sm nagetku gmn ia bg aku join langsung end
604,604,604,kmu main goblox
605,605,605,baru juga nonton
606,606,606,cara dapatin cumi cumi raksasa itu yang paling gampang di snowcape bang
607,607,607,baru juga masuk udah keluar
608,608,608,itu sosis bukan sembarang sosis bang itu dari si pria sosis  trus iklan yang terakhir aku suka bang gg
609,609,609,roblox maniaaaaaaaa mantappppppppp
610,610,610,bang bagi roboxk
611,611,611,pergi ke danau memancing ikanberjemur matahari menjadi hitamhey adek2 jangan kamu sering main robloxnanti kamu jadi goblok
612,612,612,mamaku minta cumi raksasa kamu bangkatanya mau di bikin cumi asin
613,613,613,siap siap bang jam 8 malem bakalan ada update baru sama nanti di tangal 30 november bakal ada megalodon event
614,614,614,10519 apaan itu
615,615,615,40 mancing 60 yapping
616,616,616,nooo end
617,617,617,kecewaaa
618,618,618,gg bang bisa dapat cumi cumi raksasa selamat bang
619,619,619,045
620,620,620,intro yg menyenangkan  bikin bocil roblox mengamuk
621,621,621,dulu kamu pas smp dan sma kamu dibully bang brando
622,622,622,oke bg
623,623,623,kok gaada live chat
624,624,624,roblox bikin pusing njir kok bisa bocil pada betah
625,625,625,bang kapan lanjut game sherlok takparani
626,626,626,ninja kamu bang
627,627,627,semagat bang windah
628,628,628,gila cumi cumi raksasajangan lupa gabung ke discord pecinta roblox fisch  httpsdiscordcominvitemotionime
629,629,629,semangat bang
630,630,630,baru juga nonton bang
631,631,631,bg aku kecewa
632,632,632,2421 misteri cumi raksasa terpecahkan
633,633,633,sekem
634,634,634,kocak lu bg
635,635,635,bang muka lu semakin kotak bang gara gara elu sering main game roblox nya 
636,636,636,cakep
637,637,637,padahal aku belum puas dh end aj
638,638,638,langsung end
639,639,639,harus lanjutin sampe dapet ikan legendaris
640,640,640,tega ninggalin kita bang
641,641,641,10526 itu apa bang kok rame2 gitu
642,642,642,bang aku sagne liat muka lu bang
643,643,643,wkwk
644,644,644,game perang dong bang
645,645,645,ninjaaa
646,646,646,3529 sus
647,647,647,yahh dh selesai
648,648,648,di roblox ada twice bang
649,649,649,tega kau bangg
650,650,650,gw baru mau nonton live udah selesai duluan
651,651,651,
652,652,652,lanjut lah bang
653,653,653,gara gara dapet sosis
654,654,654,15juta sub giveway robux bang
655,655,655,tega banget bang windah
656,656,656,
657,657,657,bangke  baru juga join
658,658,658,disini raka berhasil membahagiakan almarhum ayahnya dengan penangkapan cumi raksasanya namun ikan woyo woyo belum terungkap sampai sekarang sehat selalu raka
659,659,659,yutuber ga niat lipe
660,660,660,telat ga bang
661,661,661,bang kamu mirip roblox
662,662,662,main roblox bikin goblok hai kamu bocil skem jgn bacot
663,663,663,tega kamu mas
664,664,664,tiba tiba banget bang end 
665,665,665,2655 gg raka
666,666,666,bg katanya ada ikan cupang pelangi bang
667,667,667,skemm
668,668,668,ternyata main fc mobile 3 bulan yg lalu sekarang sudah ada ovr 105 dan mau 15jt subs masih belum main juga
669,669,669,bagus bang sosisnya itu
670,670,670,skem anjir
671,671,671,2648 epick moment
672,672,672,pak u papi
673,673,673,mengapa langsung end streaming 
674,674,674,woi aku udah masak mie malah end
675,675,675,nasi padang baru ku buka km malah end bang tega
676,676,676,bang budiono siregar itu kapal lawd
677,677,677,kocak
678,678,678,mancing perkoro
679,679,679,kontrak
680,680,680,buset  el tega
681,681,681,yah baru juga joinn
682,682,682,bang kamu satu satu nya youtuber yang dapat cumi cumi raksasa dalam waktu kurang dari 30 menit
683,683,683,teganya kamu end stream bg yapping basudara
684,684,684,kapan observasion dutty 7 bang
685,685,685,10515 big blek kok
686,686,686,3528 secret ending wkwkwk
687,687,687,10519 dapet apa bg
688,688,688,dapat pickle terus 
689,689,689,ending sosis hitam legam asli bandung
690,690,690,gg dapet cumi raksasa ngomong2 lu mau 15 jt subs
691,691,691,singkat padat bersin end stream
692,692,692,tega kamu bang aku baru nonton makanan nya belom hbis
693,693,693,el ninja anying
694,694,694,bang ko langsung end
695,695,695,bang windah tega ninggalin joseph
696,696,696,kocak bang kalo dapet mitik end stream
697,697,697,gen x ngeyel ngeyel semua orang tuaaa
698,698,698,tega km
699,699,699,
700,700,700,bang aku baru nonton langsung end
701,701,701,ewe
702,702,702,el ninja
703,703,703,tega kmu bang
704,704,704,bg hiu kontolodon paling langka  bg
705,705,705,kocakkkkk ninja
706,706,706,bang aku jg punya sosis bbcbisa bikin cewe kenyang 9 bulan
707,707,707,atau ga mainin stardey valley
708,708,708,bang kapan main roblox rainbow friends 2
709,709,709,baru juga masuk
710,710,710,kamu kenapa ninja terus bangg
711,711,711,el ninja
712,712,712,walamak lamgsung end live
713,713,713,wkwkwkwkwkwkwkwkwkwkwkwk
714,714,714,cumi rakasa
715,715,715,bang lanjut ungkap semua ending 5hearts  terutama si seungyi kenapa dia tinggal di balkon 
716,716,716,lagi bang
717,717,717,baru juga masuk udah end stream aja kocak
718,718,718,ninja suuu
719,719,719,king ninja
720,720,720,jalan simulator
721,721,721,kocak kamu bang
722,722,722,baru juga join
723,723,723,ninja mulu nentod
724,724,724,astagaaa baru nonton beberapa detik lgsg end
725,725,725,kocak
726,726,726,bg kapan kapan main the spike cross lagi moga dibaca
727,727,727,itu bukan ikan
728,728,728,el dongeng
729,729,729,aku menunggu ikan megalodon bang windah
730,730,730,parah ges
731,731,731,
732,732,732,diskort puqimak
733,733,733,lah
734,734,734,bg baru join
735,735,735,ninja jink
736,736,736,memancing amarah
737,737,737,el bersin 
738,738,738,31
739,739,739,akuakuakuakuuuuakuuuuuuuakuuuuuuu stresssss
740,740,740,1 orang bahagia smua ikut bahagia 
741,741,741,ninjaa 
742,742,742,bang lanjutin silat
743,743,743,pertamax
744,744,744,awokawokawok
745,745,745,baru juga mau nonton
746,746,746,secret ending
747,747,747,mythic gede yg abang bisa dapetin ada di roslit  di bunderan air yg ada cahayanya trs di disholate deep itu yang gede gede bg rod jangan lupa di enchant bang ada di statue masuk terus harus malem malem bisa di enchant pakai enchant relic yang abang dapetin 
748,748,748,hoax
749,749,749,pertama
750,750,750,baru juga masuk masa langsung dpt cumi nya
751,751,751,kedua
752,752,752,bang brando ko kamu ga lanjutin game kungfu aku menunggu sampai berminggu minggu
753,753,753,el ninja
754,754,754,end
755,755,755,baru juga nonton udah n streamkocak
756,756,756,malah end bg
757,757,757,pertama
758,758,758,ninja kocakk
759,759,759,halloo banggg
760,760,760,yoo
761,761,761,jahat kamu bang aku baru siapin makanan kamu langsung end
762,762,762,bang itu apa rame
763,763,763,keren
764,764,764,el ninja
765,765,765,tega kamu bang
766,766,766,wkwkwkwk
767,767,767,kocak ninja
768,768,768,first bg
769,769,769,halo
770,770,770,lah
771,771,771,astaga baru masukk aku
772,772,772,first komen cuy
773,773,773,apalah malh end
774,774,774,scamm
775,775,775,gg
776,776,776,gj
777,777,777,skem
778,778,778,bg katanya update besok ada ikan legendaris bernama komtolodon apa itu nyata  atau cuma teori bocil roblok
